O*NET-SOC Code	Element ID	Element Name	Scale ID	Category	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
11-2011.00	3.A.2	On-Site or In-Plant Training	PT	1	16.35	24	8.41	5.19	41.09	N	06/2010	Incumbent
11-2011.00	3.A.2	On-Site or In-Plant Training	PT	2	14.31	24	7.13	4.77	35.72	N	06/2010	Incumbent
11-2011.00	3.A.2	On-Site or In-Plant Training	PT	3	18.25	24	8.63	6.32	42.48	N	06/2010	Incumbent
11-2011.00	3.A.2	On-Site or In-Plant Training	PT	4	26.72	24	15.97	6.32	66.35	N	06/2010	Incumbent
11-2011.00	3.A.2	On-Site or In-Plant Training	PT	5	11.98	24	7.12	3.26	35.50	N	06/2010	Incumbent
11-2011.00	3.A.2	On-Site or In-Plant Training	PT	6	6.78	24	5.56	1.17	30.95	N	06/2010	Incumbent
11-2011.00	3.A.2	On-Site or In-Plant Training	PT	7	0.90	24	0.93	0.10	7.27	N	06/2010	Incumbent
11-2011.00	3.A.2	On-Site or In-Plant Training	PT	8	4.71	24	4.69	0.57	30.06	N	06/2010	Incumbent
11-2011.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	24	0.00	n/a	n/a	N	06/2010	Incumbent
11-2011.00	3.A.3	On-the-Job Training	OJ	1	6.95	24	5.01	1.48	27.04	N	06/2010	Incumbent
11-2011.00	3.A.3	On-the-Job Training	OJ	2	6.48	24	4.76	1.34	26.03	N	06/2010	Incumbent
11-2011.00	3.A.3	On-the-Job Training	OJ	3	26.41	24	10.65	10.35	52.72	N	06/2010	Incumbent
11-2011.00	3.A.3	On-the-Job Training	OJ	4	32.43	24	14.87	10.54	66.15	N	06/2010	Incumbent
11-2011.00	3.A.3	On-the-Job Training	OJ	5	15.37	24	7.10	5.55	35.95	N	06/2010	Incumbent
11-2011.00	3.A.3	On-the-Job Training	OJ	6	1.47	24	1.54	0.16	11.87	N	06/2010	Incumbent
11-2011.00	3.A.3	On-the-Job Training	OJ	7	6.19	24	4.60	1.27	25.35	N	06/2010	Incumbent
11-2011.00	3.A.3	On-the-Job Training	OJ	8	4.71	24	4.69	0.57	30.06	N	06/2010	Incumbent
11-2011.00	3.A.3	On-the-Job Training	OJ	9	0.00	24	0.00	n/a	n/a	N	06/2010	Incumbent
11-2021.00	2.D.1	Required Level of Education	RL	1	0.00	25	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	2.D.1	Required Level of Education	RL	2	4.00	25	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	2.D.1	Required Level of Education	RL	3	0.00	25	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	2.D.1	Required Level of Education	RL	4	4.00	25	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	2.D.1	Required Level of Education	RL	5	0.00	25	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	2.D.1	Required Level of Education	RL	6	84.00	25	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	2.D.1	Required Level of Education	RL	7	0.00	25	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	2.D.1	Required Level of Education	RL	8	4.00	25	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	2.D.1	Required Level of Education	RL	9	0.00	25	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	2.D.1	Required Level of Education	RL	10	4.00	25	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	2.D.1	Required Level of Education	RL	11	0.00	25	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	2.D.1	Required Level of Education	RL	12	0.00	25	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.1	Related Work Experience	RW	1	0.00	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.1	Related Work Experience	RW	2	0.00	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.1	Related Work Experience	RW	3	4.17	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.1	Related Work Experience	RW	4	0.00	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.1	Related Work Experience	RW	5	0.00	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.1	Related Work Experience	RW	6	0.00	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.1	Related Work Experience	RW	7	29.17	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.1	Related Work Experience	RW	8	37.50	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.1	Related Work Experience	RW	9	8.33	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.1	Related Work Experience	RW	10	12.50	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.1	Related Work Experience	RW	11	8.33	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.2	On-Site or In-Plant Training	PT	1	30.43	23	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.2	On-Site or In-Plant Training	PT	2	21.74	23	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.2	On-Site or In-Plant Training	PT	3	13.04	23	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.2	On-Site or In-Plant Training	PT	4	4.35	23	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.2	On-Site or In-Plant Training	PT	5	13.04	23	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.2	On-Site or In-Plant Training	PT	6	4.35	23	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.2	On-Site or In-Plant Training	PT	7	4.35	23	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.2	On-Site or In-Plant Training	PT	8	4.35	23	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.2	On-Site or In-Plant Training	PT	9	4.35	23	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.3	On-the-Job Training	OJ	1	16.67	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.3	On-the-Job Training	OJ	2	12.50	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.3	On-the-Job Training	OJ	3	20.83	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.3	On-the-Job Training	OJ	4	8.33	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.3	On-the-Job Training	OJ	5	12.50	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.3	On-the-Job Training	OJ	6	4.17	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.3	On-the-Job Training	OJ	7	20.83	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.3	On-the-Job Training	OJ	8	0.00	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.3	On-the-Job Training	OJ	9	4.17	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	2.D.1	Required Level of Education	RL	1	0.00	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	2.D.1	Required Level of Education	RL	2	4.76	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	2.D.1	Required Level of Education	RL	3	0.00	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	2.D.1	Required Level of Education	RL	4	14.29	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	2.D.1	Required Level of Education	RL	5	4.76	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	2.D.1	Required Level of Education	RL	6	57.14	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	2.D.1	Required Level of Education	RL	7	4.76	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	2.D.1	Required Level of Education	RL	8	14.29	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	2.D.1	Required Level of Education	RL	9	0.00	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	2.D.1	Required Level of Education	RL	10	0.00	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	2.D.1	Required Level of Education	RL	11	0.00	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	2.D.1	Required Level of Education	RL	12	0.00	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.1	Related Work Experience	RW	1	0.00	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.1	Related Work Experience	RW	2	0.00	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.1	Related Work Experience	RW	3	0.00	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.1	Related Work Experience	RW	4	0.00	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.1	Related Work Experience	RW	5	4.76	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.1	Related Work Experience	RW	6	4.76	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.1	Related Work Experience	RW	7	14.29	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.1	Related Work Experience	RW	8	42.86	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.1	Related Work Experience	RW	9	23.81	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.1	Related Work Experience	RW	10	4.76	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.1	Related Work Experience	RW	11	4.76	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.2	On-Site or In-Plant Training	PT	1	19.05	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.2	On-Site or In-Plant Training	PT	2	33.33	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.2	On-Site or In-Plant Training	PT	3	14.29	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.2	On-Site or In-Plant Training	PT	4	9.52	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.2	On-Site or In-Plant Training	PT	5	14.29	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.2	On-Site or In-Plant Training	PT	6	4.76	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.2	On-Site or In-Plant Training	PT	7	4.76	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.3	On-the-Job Training	OJ	1	9.52	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.3	On-the-Job Training	OJ	2	14.29	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.3	On-the-Job Training	OJ	3	19.05	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.3	On-the-Job Training	OJ	4	19.05	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.3	On-the-Job Training	OJ	5	14.29	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.3	On-the-Job Training	OJ	6	14.29	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.3	On-the-Job Training	OJ	7	4.76	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.3	On-the-Job Training	OJ	8	4.76	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.3	On-the-Job Training	OJ	9	0.00	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2031.00	2.D.1	Required Level of Education	RL	1	0.00	36	0.00	n/a	n/a	N	06/2009	Incumbent
11-2031.00	2.D.1	Required Level of Education	RL	2	0.00	36	0.00	n/a	n/a	N	06/2009	Incumbent
11-2031.00	2.D.1	Required Level of Education	RL	3	0.00	36	0.00	n/a	n/a	N	06/2009	Incumbent
11-2031.00	2.D.1	Required Level of Education	RL	4	6.48	36	6.19	0.86	35.53	N	06/2009	Incumbent
11-2031.00	2.D.1	Required Level of Education	RL	5	7.43	36	7.05	0.99	39.12	N	06/2009	Incumbent
11-2031.00	2.D.1	Required Level of Education	RL	6	78.31	36	10.02	52.15	92.28	N	06/2009	Incumbent
11-2031.00	2.D.1	Required Level of Education	RL	7	0.00	36	0.00	n/a	n/a	N	06/2009	Incumbent
11-2031.00	2.D.1	Required Level of Education	RL	8	7.79	36	6.32	1.40	33.49	N	06/2009	Incumbent
11-2031.00	2.D.1	Required Level of Education	RL	9	0.00	36	0.00	n/a	n/a	N	06/2009	Incumbent
11-2031.00	2.D.1	Required Level of Education	RL	10	0.00	36	0.00	n/a	n/a	N	06/2009	Incumbent
11-2031.00	2.D.1	Required Level of Education	RL	11	0.00	36	0.00	n/a	n/a	N	06/2009	Incumbent
11-2031.00	2.D.1	Required Level of Education	RL	12	0.00	36	0.00	n/a	n/a	N	06/2009	Incumbent
11-2031.00	3.A.1	Related Work Experience	RW	1	0.00	36	0.00	n/a	n/a	N	06/2009	Incumbent
11-2031.00	3.A.1	Related Work Experience	RW	2	0.00	36	0.00	n/a	n/a	N	06/2009	Incumbent
11-2031.00	3.A.1	Related Work Experience	RW	3	0.00	36	0.00	n/a	n/a	N	06/2009	Incumbent
11-2031.00	3.A.1	Related Work Experience	RW	4	0.00	36	0.00	n/a	n/a	N	06/2009	Incumbent
11-2031.00	3.A.1	Related Work Experience	RW	5	0.75	36	0.46	0.22	2.56	N	06/2009	Incumbent
11-2031.00	3.A.1	Related Work Experience	RW	6	5.44	36	5.04	0.78	29.60	N	06/2009	Incumbent
11-2031.00	3.A.1	Related Work Experience	RW	7	30.61	36	10.52	13.90	54.66	N	06/2009	Incumbent
11-2031.00	3.A.1	Related Work Experience	RW	8	24.10	36	10.93	8.62	51.64	N	06/2009	Incumbent
11-2031.00	3.A.1	Related Work Experience	RW	9	18.26	36	8.68	6.42	42.12	N	06/2009	Incumbent
11-2031.00	3.A.1	Related Work Experience	RW	10	5.09	36	3.75	1.09	20.62	N	06/2009	Incumbent
11-2031.00	3.A.1	Related Work Experience	RW	11	15.75	36	8.60	4.78	41.05	N	06/2009	Incumbent
11-2031.00	3.A.2	On-Site or In-Plant Training	PT	1	42.57	36	10.26	24.03	63.47	N	06/2009	Incumbent
11-2031.00	3.A.2	On-Site or In-Plant Training	PT	2	29.97	36	12.58	11.25	59.10	N	06/2009	Incumbent
11-2031.00	3.A.2	On-Site or In-Plant Training	PT	3	8.61	36	5.54	2.21	28.22	N	06/2009	Incumbent
