O*NET-SOC Code	Element ID	Element Name	Scale ID	Category	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
11-3051.00	2.D.1	Required Level of Education	RL	3	26	22	13.11	7.85	59.16	N	3/2003	Incumbent
11-3051.00	2.D.1	Required Level of Education	RL	4	12.63	22	9.44	2.38	46.12	N	3/2003	Incumbent
11-3051.00	2.D.1	Required Level of Education	RL	5	16.21	22	10.64	3.65	49.68	N	3/2003	Incumbent
11-3051.00	2.D.1	Required Level of Education	RL	6	18.47	22	11.31	4.54	51.93	N	3/2003	Incumbent
11-3051.00	2.D.1	Required Level of Education	RL	7	4.84	22	5.75	.38	40.54	N	3/2003	Incumbent
11-3051.00	2.D.1	Required Level of Education	RL	8	1.29	22	2.81	.01	56.06	N	3/2003	Incumbent
11-3051.00	2.D.1	Required Level of Education	RL	9	0	22	0	n/a	n/a	N	3/2003	Incumbent
11-3051.00	2.D.1	Required Level of Education	RL	10	0	22	0	n/a	n/a	N	3/2003	Incumbent
11-3051.00	2.D.1	Required Level of Education	RL	11	0	22	0	n/a	n/a	N	3/2003	Incumbent
11-3051.00	2.D.1	Required Level of Education	RL	12	0	22	0	n/a	n/a	N	3/2003	Incumbent
11-3051.00	3.A.1	Related Work Experience	RW	1	1.56	22	3.11	.02	51.87	N	3/2003	Incumbent
11-3051.00	3.A.1	Related Work Experience	RW	2	0	22	0	n/a	n/a	N	3/2003	Incumbent
11-3051.00	3.A.1	Related Work Experience	RW	3	0	22	0	n/a	n/a	N	3/2003	Incumbent
11-3051.00	3.A.1	Related Work Experience	RW	4	0	22	0	n/a	n/a	N	3/2003	Incumbent
11-3051.00	3.A.1	Related Work Experience	RW	5	7.93	22	7.45	1.02	41.85	N	3/2003	Incumbent
11-3051.00	3.A.1	Related Work Experience	RW	6	.48	22	1.64	0	85.07	Y	3/2003	Incumbent
11-3051.00	3.A.1	Related Work Experience	RW	7	42.49	22	15.34	16.68	73.17	N	3/2003	Incumbent
11-3051.00	3.A.1	Related Work Experience	RW	8	18.77	22	11.39	4.66	52.23	N	3/2003	Incumbent
11-3051.00	3.A.1	Related Work Experience	RW	9	28.77	22	13.63	9.2	61.69	N	3/2003	Incumbent
11-3051.00	3.A.1	Related Work Experience	RW	10	0	22	0	n/a	n/a	N	3/2003	Incumbent
11-3051.00	3.A.1	Related Work Experience	RW	11	0	22	0	n/a	n/a	N	3/2003	Incumbent
11-3051.00	3.A.2	On-Site or In-Plant Training	PT	1	2.63	22	4.14	.09	43.79	N	3/2003	Incumbent
11-3051.00	3.A.2	On-Site or In-Plant Training	PT	2	7.72	22	7.35	.97	41.7	N	3/2003	Incumbent
11-3051.00	3.A.2	On-Site or In-Plant Training	PT	3	2.53	22	4.05	.08	44.22	N	3/2003	Incumbent
11-3051.00	3.A.2	On-Site or In-Plant Training	PT	4	15.71	22	10.49	3.47	49.18	N	3/2003	Incumbent
11-3051.00	3.A.2	On-Site or In-Plant Training	PT	5	4.9	22	5.79	.39	40.53	N	3/2003	Incumbent
11-3051.00	3.A.2	On-Site or In-Plant Training	PT	6	23.04	22	12.47	6.48	56.37	N	3/2003	Incumbent
11-3051.00	3.A.2	On-Site or In-Plant Training	PT	7	35.38	22	14.63	12.64	67.44	N	3/2003	Incumbent
11-3051.00	3.A.2	On-Site or In-Plant Training	PT	8	8.09	22	7.53	1.06	41.98	N	3/2003	Incumbent
11-3051.00	3.A.2	On-Site or In-Plant Training	PT	9	0	22	0	n/a	n/a	N	3/2003	Incumbent
11-3051.00	3.A.3	On-the-Job Training	OJ	1	0	22	0	n/a	n/a	N	3/2003	Incumbent
11-3051.00	3.A.3	On-the-Job Training	OJ	2	2.01	22	3.58	.05	47.23	N	3/2003	Incumbent
11-3051.00	3.A.3	On-the-Job Training	OJ	3	6.45	22	6.69	.68	40.91	N	3/2003	Incumbent
11-3051.00	3.A.3	On-the-Job Training	OJ	4	12.05	22	9.22	2.19	45.55	N	3/2003	Incumbent
11-3051.00	3.A.3	On-the-Job Training	OJ	5	31.02	22	14.01	10.34	63.69	N	3/2003	Incumbent
11-3051.00	3.A.3	On-the-Job Training	OJ	6	11.8	22	9.13	2.12	45.31	N	3/2003	Incumbent
11-3051.00	3.A.3	On-the-Job Training	OJ	7	28.57	22	13.59	9.1	61.51	N	3/2003	Incumbent
11-3051.00	3.A.3	On-the-Job Training	OJ	8	0	22	0	n/a	n/a	N	3/2003	Incumbent
11-3051.00	3.A.3	On-the-Job Training	OJ	9	8.09	22	7.53	1.06	41.98	N	3/2003	Incumbent
11-9111.00	2.D.1	Required Level of Education	RL	1	0	13	0	n/a	n/a	Y	3/2003	Incumbent
11-9111.00	2.D.1	Required Level of Education	RL	2	5.19	13	7.98	.16	65.25	Y	3/2003	Incumbent
11-9111.00	2.D.1	Required Level of Education	RL	3	5.19	13	7.98	.16	65.25	Y	3/2003	Incumbent
11-9111.00	2.D.1	Required Level of Education	RL	4	24.16	13	17.02	4.04	70.68	N	3/2003	Incumbent
11-9111.00	2.D.1	Required Level of Education	RL	5	2.64	13	5.56	.02	74.95	Y	3/2003	Incumbent
11-9111.00	2.D.1	Required Level of Education	RL	6	13.08	13	12.85	1.27	63.83	N	3/2003	Incumbent
11-9111.00	2.D.1	Required Level of Education	RL	7	0	13	0	n/a	n/a	Y	3/2003	Incumbent
11-9111.00	2.D.1	Required Level of Education	RL	8	49.75	13	21.03	13.67	86.08	Y	3/2003	Incumbent
11-9111.00	2.D.1	Required Level of Education	RL	9	0	13	0	n/a	n/a	Y	3/2003	Incumbent
11-9111.00	2.D.1	Required Level of Education	RL	10	0	13	0	n/a	n/a	Y	3/2003	Incumbent
11-9111.00	2.D.1	Required Level of Education	RL	11	0	13	0	n/a	n/a	Y	3/2003	Incumbent
11-9111.00	2.D.1	Required Level of Education	RL	12	0	13	0	n/a	n/a	Y	3/2003	Incumbent
11-9111.00	3.A.1	Related Work Experience	RW	1	21.14	14	15.43	3.5	66.44	N	3/2003	Incumbent
11-9111.00	3.A.1	Related Work Experience	RW	2	0	14	0	n/a	n/a	Y	3/2003	Incumbent
11-9111.00	3.A.1	Related Work Experience	RW	3	0	14	0	n/a	n/a	Y	3/2003	Incumbent
11-9111.00	3.A.1	Related Work Experience	RW	4	0	14	0	n/a	n/a	Y	3/2003	Incumbent
11-9111.00	3.A.1	Related Work Experience	RW	5	4.18	14	6.82	.11	63.42	Y	3/2003	Incumbent
11-9111.00	3.A.1	Related Work Experience	RW	6	12.61	14	12.11	1.32	60.78	N	3/2003	Incumbent
11-9111.00	3.A.1	Related Work Experience	RW	7	0	14	0	n/a	n/a	Y	3/2003	Incumbent
11-9111.00	3.A.1	Related Work Experience	RW	8	24.27	14	16.37	4.47	68.69	N	3/2003	Incumbent
11-9111.00	3.A.1	Related Work Experience	RW	9	30.01	14	17.78	6.44	72.74	N	3/2003	Incumbent
11-9111.00	3.A.1	Related Work Experience	RW	10	7.8	14	9.49	.49	59.42	N	3/2003	Incumbent
11-9111.00	3.A.1	Related Work Experience	RW	11	0	14	0	n/a	n/a	Y	3/2003	Incumbent
11-9111.00	3.A.2	On-Site or In-Plant Training	PT	1	22.99	14	16	4.07	67.77	N	3/2003	Incumbent
11-9111.00	3.A.2	On-Site or In-Plant Training	PT	2	17.84	14	14.29	2.57	64.1	N	3/2003	Incumbent
11-9111.00	3.A.2	On-Site or In-Plant Training	PT	3	30.86	14	17.96	6.76	73.33	N	3/2003	Incumbent
11-9111.00	3.A.2	On-Site or In-Plant Training	PT	4	1.06	14	3.23	0	89.45	Y	3/2003	Incumbent
11-9111.00	3.A.2	On-Site or In-Plant Training	PT	5	0	14	0	n/a	n/a	Y	3/2003	Incumbent
11-9111.00	3.A.2	On-Site or In-Plant Training	PT	6	27.25	14	17.14	5.47	70.81	N	3/2003	Incumbent
11-9111.00	3.A.2	On-Site or In-Plant Training	PT	7	0	14	0	n/a	n/a	Y	3/2003	Incumbent
11-9111.00	3.A.2	On-Site or In-Plant Training	PT	8	0	14	0	n/a	n/a	Y	3/2003	Incumbent
11-9111.00	3.A.2	On-Site or In-Plant Training	PT	9	0	14	0	n/a	n/a	Y	3/2003	Incumbent
11-9111.00	3.A.3	On-the-Job Training	OJ	1	0	14	0	n/a	n/a	Y	3/2003	Incumbent
11-9111.00	3.A.3	On-the-Job Training	OJ	2	1.27	14	3.58	0	85.81	Y	3/2003	Incumbent
11-9111.00	3.A.3	On-the-Job Training	OJ	3	30.98	14	17.98	6.8	73.41	N	3/2003	Incumbent
11-9111.00	3.A.3	On-the-Job Training	OJ	4	31.06	14	18	6.83	73.47	N	3/2003	Incumbent
11-9111.00	3.A.3	On-the-Job Training	OJ	5	1.63	14	4.1	.01	80.51	Y	3/2003	Incumbent
11-9111.00	3.A.3	On-the-Job Training	OJ	6	19.46	14	14.87	3.01	65.24	N	3/2003	Incumbent
11-9111.00	3.A.3	On-the-Job Training	OJ	7	7.8	14	9.49	.49	59.42	N	3/2003	Incumbent
11-9111.00	3.A.3	On-the-Job Training	OJ	8	7.8	14	9.49	.49	59.42	N	3/2003	Incumbent
11-9111.00	3.A.3	On-the-Job Training	OJ	9	0	14	0	n/a	n/a	Y	3/2003	Incumbent
13-1022.00	2.D.1	Required Level of Education	RL	1	13.09	18	10.59	2.07	51.78	N	3/2003	Incumbent
13-1022.00	2.D.1	Required Level of Education	RL	2	49.92	18	17.33	18.75	81.15	N	3/2003	Incumbent
13-1022.00	2.D.1	Required Level of Education	RL	3	4.75	18	6.28	.27	48.22	N	3/2003	Incumbent
13-1022.00	2.D.1	Required Level of Education	RL	4	15.46	18	11.48	2.79	53.84	N	3/2003	Incumbent
13-1022.00	2.D.1	Required Level of Education	RL	5	1.35	18	3.17	.01	67.65	Y	3/2003	Incumbent
13-1022.00	2.D.1	Required Level of Education	RL	6	15.44	18	11.47	2.78	53.83	N	3/2003	Incumbent
13-1022.00	2.D.1	Required Level of Education	RL	7	0	18	0	n/a	n/a	N	3/2003	Incumbent
13-1022.00	2.D.1	Required Level of Education	RL	8	0	18	0	n/a	n/a	N	3/2003	Incumbent
13-1022.00	2.D.1	Required Level of Education	RL	9	0	18	0	n/a	n/a	N	3/2003	Incumbent
13-1022.00	2.D.1	Required Level of Education	RL	10	0	18	0	n/a	n/a	N	3/2003	Incumbent
13-1022.00	2.D.1	Required Level of Education	RL	11	0	18	0	n/a	n/a	N	3/2003	Incumbent
13-1022.00	2.D.1	Required Level of Education	RL	12	0	18	0	n/a	n/a	N	3/2003	Incumbent
13-1022.00	3.A.1	Related Work Experience	RW	1	24.07	17	14.46	5.6	62.9	N	3/2003	Incumbent
13-1022.00	3.A.1	Related Work Experience	RW	2	0	17	0	n/a	n/a	N	3/2003	Incumbent
13-1022.00	3.A.1	Related Work Experience	RW	3	6.16	17	7.43	.43	50.08	N	3/2003	Incumbent
13-1022.00	3.A.1	Related Work Experience	RW	4	0	17	0	n/a	n/a	N	3/2003	Incumbent
13-1022.00	3.A.1	Related Work Experience	RW	5	0	17	0	n/a	n/a	N	3/2003	Incumbent
13-1022.00	3.A.1	Related Work Experience	RW	6	50.49	17	17.91	18.26	82.32	Y	3/2003	Incumbent
13-1022.00	3.A.1	Related Work Experience	RW	7	4.08	17	5.97	.17	51.94	N	3/2003	Incumbent
13-1022.00	3.A.1	Related Work Experience	RW	8	9.53	17	9.32	1.05	51.06	N	3/2003	Incumbent
13-1022.00	3.A.1	Related Work Experience	RW	9	5.68	17	7.12	.36	50.23	N	3/2003	Incumbent
13-1022.00	3.A.1	Related Work Experience	RW	10	0	17	0	n/a	n/a	N	3/2003	Incumbent
13-1022.00	3.A.1	Related Work Experience	RW	11	0	17	0	n/a	n/a	N	3/2003	Incumbent
13-1022.00	3.A.2	On-Site or In-Plant Training	PT	1	14.9	18	11.28	2.61	53.35	N	3/2003	Incumbent
13-1022.00	3.A.2	On-Site or In-Plant Training	PT	2	25.11	18	14.25	6.35	62.39	N	3/2003	Incumbent
13-1022.00	3.A.2	On-Site or In-Plant Training	PT	3	24.91	18	14.2	6.26	62.22	N	3/2003	Incumbent
13-1022.00	3.A.2	On-Site or In-Plant Training	PT	4	11	18	9.72	1.5	50.08	N	3/2003	Incumbent
13-1022.00	3.A.2	On-Site or In-Plant Training	PT	5	14.65	18	11.19	2.53	53.13	N	3/2003	Incumbent
13-1022.00	3.A.2	On-Site or In-Plant Training	PT	6	1.65	18	3.54	.02	62.64	Y	3/2003	Incumbent
13-1022.00	3.A.2	On-Site or In-Plant Training	PT	7	7.78	18	8.14	.76	48.03	N	3/2003	Incumbent
13-1022.00	3.A.2	On-Site or In-Plant Training	PT	8	0	18	0	n/a	n/a	N	3/2003	Incumbent
13-1022.00	3.A.2	On-Site or In-Plant Training	PT	9	0	18	0	n/a	n/a	N	3/2003	Incumbent
13-1022.00	3.A.3	On-the-Job Training	OJ	1	0	18	0	n/a	n/a	N	3/2003	Incumbent
13-1022.00	3.A.3	On-the-Job Training	OJ	2	18.59	18	12.51	3.84	56.64	N	3/2003	Incumbent
13-1022.00	3.A.3	On-the-Job Training	OJ	3	44.87	18	17.1	15.92	77.77	N	3/2003	Incumbent
13-1022.00	3.A.3	On-the-Job Training	OJ	4	1.65	18	3.54	.02	62.64	Y	3/2003	Incumbent
13-1022.00	3.A.3	On-the-Job Training	OJ	5	13.76	18	10.85	2.27	52.36	N	3/2003	Incumbent
13-1022.00	3.A.3	On-the-Job Training	OJ	6	13.34	18	10.69	2.14	52	N	3/2003	Incumbent
13-1022.00	3.A.3	On-the-Job Training	OJ	7	7.78	18	8.14	.76	48.03	N	3/2003	Incumbent
13-1022.00	3.A.3	On-the-Job Training	OJ	8	0	18	0	n/a	n/a	N	3/2003	Incumbent
13-1022.00	3.A.3	On-the-Job Training	OJ	9	0	18	0	n/a	n/a	N	3/2003	Incumbent
13-1051.00	2.D.1	Required Level of Education	RL	1	0	15	0	n/a	n/a	N	3/2003	Incumbent
13-1051.00	2.D.1	Required Level of Education	RL	2	40.91	15	18.56	11.77	78.23	Y	3/2003	Incumbent
13-1051.00	2.D.1	Required Level of Education	RL	3	9.02	15	9.72	.78	55.69	N	3/2003	Incumbent
13-1051.00	2.D.1	Required Level of Education	RL	4	10.14	15	10.32	.99	56.13	N	3/2003	Incumbent
13-1051.00	2.D.1	Required Level of Education	RL	5	8.06	15	9.17	.61	55.48	N	3/2003	Incumbent
13-1051.00	2.D.1	Required Level of Education	RL	6	19.38	15	14.1	3.35	62.49	N	3/2003	Incumbent
13-1051.00	2.D.1	Required Level of Education	RL	7	0	15	0	n/a	n/a	N	3/2003	Incumbent
13-1051.00	2.D.1	Required Level of Education	RL	8	12.48	15	11.45	1.48	57.44	N	3/2003	Incumbent
13-1051.00	2.D.1	Required Level of Education	RL	9	0	15	0	n/a	n/a	N	3/2003	Incumbent
13-1051.00	2.D.1	Required Level of Education	RL	10	0	15	0	n/a	n/a	N	3/2003	Incumbent
13-1051.00	2.D.1	Required Level of Education	RL	11	0	15	0	n/a	n/a	N	3/2003	Incumbent
13-1051.00	2.D.1	Required Level of Education	RL	12	0	15	0	n/a	n/a	N	3/2003	Incumbent
13-1051.00	3.A.1	Related Work Experience	RW	1	4.08	19	5.62	.21	46.43	N	3/2003	Incumbent
13-1051.00	3.A.1	Related Work Experience	RW	2	0	19	0	n/a	n/a	N	3/2003	Incumbent
13-1051.00	3.A.1	Related Work Experience	RW	3	4.77	19	6.11	.3	45.75	N	3/2003	Incumbent
13-1051.00	3.A.1	Related Work Experience	RW	4	11.85	19	9.79	1.84	49.04	N	3/2003	Incumbent
13-1051.00	3.A.1	Related Work Experience	RW	5	27.4	19	14.32	7.68	63.13	N	3/2003	Incumbent
13-1051.00	3.A.1	Related Work Experience	RW	6	8.85	19	8.44	1.07	46.68	N	3/2003	Incumbent
13-1051.00	3.A.1	Related Work Experience	RW	7	15.62	19	11.2	3.01	52.44	N	3/2003	Incumbent
13-1051.00	3.A.1	Related Work Experience	RW	8	4.75	19	6.09	.29	45.76	N	3/2003	Incumbent
13-1051.00	3.A.1	Related Work Experience	RW	9	9.48	19	8.75	1.22	47.12	N	3/2003	Incumbent
13-1051.00	3.A.1	Related Work Experience	RW	10	4.2	19	5.7	.22	46.29	N	3/2003	Incumbent
13-1051.00	3.A.1	Related Work Experience	RW	11	8.98	19	8.51	1.1	46.76	N	3/2003	Incumbent
13-1051.00	3.A.2	On-Site or In-Plant Training	PT	1	0	19	0	n/a	n/a	N	3/2003	Incumbent
13-1051.00	3.A.2	On-Site or In-Plant Training	PT	2	6.44	19	7.16	.56	45.5	N	3/2003	Incumbent
13-1051.00	3.A.2	On-Site or In-Plant Training	PT	3	29.01	19	14.63	8.41	64.51	N	3/2003	Incumbent
13-1051.00	3.A.2	On-Site or In-Plant Training	PT	4	37.73	19	15.95	12.7	71.62	N	3/2003	Incumbent
13-1051.00	3.A.2	On-Site or In-Plant Training	PT	5	8.85	19	8.44	1.07	46.68	N	3/2003	Incumbent
13-1051.00	3.A.2	On-Site or In-Plant Training	PT	6	4.2	19	5.7	.22	46.29	N	3/2003	Incumbent
13-1051.00	3.A.2	On-Site or In-Plant Training	PT	7	0	19	0	n/a	n/a	N	3/2003	Incumbent
13-1051.00	3.A.2	On-Site or In-Plant Training	PT	8	11.47	19	9.63	1.74	48.71	N	3/2003	Incumbent
13-1051.00	3.A.2	On-Site or In-Plant Training	PT	9	2.3	19	4.12	.05	52.55	N	3/2003	Incumbent
13-1051.00	3.A.3	On-the-Job Training	OJ	1	0	19	0	n/a	n/a	N	3/2003	Incumbent
13-1051.00	3.A.3	On-the-Job Training	OJ	2	0	19	0	n/a	n/a	N	3/2003	Incumbent
13-1051.00	3.A.3	On-the-Job Training	OJ	3	42.44	19	16.42	15.23	75.16	N	3/2003	Incumbent
13-1051.00	3.A.3	On-the-Job Training	OJ	4	37.45	19	15.92	12.56	71.4	N	3/2003	Incumbent
13-1051.00	3.A.3	On-the-Job Training	OJ	5	11.62	19	9.69	1.78	48.84	N	3/2003	Incumbent
