O*NET-SOC Code	Element ID	Element Name	Scale ID	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
13-1022.00	1.C.4.a	Self Control	IM	3.77	18	.33	3.1	4.5	N	3/2003	Incumbent
13-1022.00	1.C.4.b	Stress Tolerance	IM	4.04	17	.27	3.43	4.57	N	3/2003	Incumbent
13-1022.00	1.C.4.c	Adaptability/Flexibility	IM	3.76	18	.33	3.1	4.5	N	3/2003	Incumbent
13-1022.00	1.C.5.a	Dependability	IM	4.66	18	.18	4.32	5	N	3/2003	Incumbent
13-1022.00	1.C.5.b	Attention to Detail	IM	4.22	18	.27	3.63	4.77	N	3/2003	Incumbent
13-1022.00	1.C.5.c	Integrity	IM	4.48	18	.22	4.04	4.96	N	3/2003	Incumbent
13-1022.00	1.C.6	Independence	IM	3.55	18	.35	2.76	4.24	N	3/2003	Incumbent
13-1022.00	1.C.7.a	Innovation	IM	3.34	18	.37	2.52	4.08	N	3/2003	Incumbent
13-1022.00	1.C.7.b	Analytical Thinking	IM	3.02	18	.39	2.18	3.82	N	3/2003	Incumbent
13-1051.00	1.C.1.a	Achievement/Effort	IM	3.07	19	.38	2.3	3.9	N	3/2003	Incumbent
13-1051.00	1.C.1.b	Persistence	IM	3.33	19	.36	2.54	4.06	N	3/2003	Incumbent
13-1051.00	1.C.1.c	Initiative	IM	3.4	19	.35	2.66	4.14	N	3/2003	Incumbent
13-1051.00	1.C.2.b	Leadership	IM	3.43	19	.35	2.66	4.14	N	3/2003	Incumbent
13-1051.00	1.C.3.a	Cooperation	IM	3.97	19	.29	3.39	4.61	N	3/2003	Incumbent
13-1051.00	1.C.3.b	Concern for Others	IM	3.89	19	.31	3.25	4.55	N	3/2003	Incumbent
13-1051.00	1.C.3.c	Social Orientation	IM	3.07	19	.38	2.3	3.9	N	3/2003	Incumbent
13-1051.00	1.C.4.a	Self Control	IM	3.72	19	.32	3.03	4.37	N	3/2003	Incumbent
13-1051.00	1.C.4.b	Stress Tolerance	IM	3.6	19	.34	2.89	4.31	N	3/2003	Incumbent
13-1051.00	1.C.4.c	Adaptability/Flexibility	IM	3.59	19	.34	2.89	4.31	N	3/2003	Incumbent
13-1051.00	1.C.5.a	Dependability	IM	4.08	19	.28	3.51	4.69	N	3/2003	Incumbent
13-1051.00	1.C.5.b	Attention to Detail	IM	4.22	19	.26	3.65	4.75	N	3/2003	Incumbent
13-1051.00	1.C.5.c	Integrity	IM	4.05	19	.28	3.51	4.69	N	3/2003	Incumbent
13-1051.00	1.C.6	Independence	IM	3.8	19	.32	3.13	4.47	N	3/2003	Incumbent
13-1051.00	1.C.7.a	Innovation	IM	3.43	19	.35	2.66	4.14	N	3/2003	Incumbent
13-1051.00	1.C.7.b	Analytical Thinking	IM	3.63	19	.33	2.91	4.29	N	3/2003	Incumbent
13-1073.00	1.C.1.a	Achievement/Effort	IM	3.55	14	.38	2.78	4.42	N	3/2003	Incumbent
13-1073.00	1.C.1.b	Persistence	IM	3.75	14	.36	3.02	4.58	N	3/2003	Incumbent
13-1073.00	1.C.1.c	Initiative	IM	3.97	14	.35	3.24	4.76	N	3/2003	Incumbent
13-1073.00	1.C.2.b	Leadership	IM	4.12	13	.23	3.6	4.6	N	3/2003	Incumbent
13-1073.00	1.C.3.a	Cooperation	IM	4.86	14	.13	4.62	5	N	3/2003	Incumbent
13-1073.00	1.C.3.b	Concern for Others	IM	4.79	14	.16	4.45	5	N	3/2003	Incumbent
13-1073.00	1.C.3.c	Social Orientation	IM	4.45	14	.26	3.84	4.96	N	3/2003	Incumbent
13-1073.00	1.C.4.a	Self Control	IM	4.35	14	.28	3.8	5	N	3/2003	Incumbent
13-1073.00	1.C.4.b	Stress Tolerance	IM	4.64	14	.21	4.15	5	N	3/2003	Incumbent
13-1073.00	1.C.4.c	Adaptability/Flexibility	IM	4.22	14	.3	3.55	4.85	N	3/2003	Incumbent
13-1073.00	1.C.5.a	Dependability	IM	4.91	14	.1	4.68	5	N	3/2003	Incumbent
13-1073.00	1.C.5.b	Attention to Detail	IM	4.21	14	.3	3.55	4.85	N	3/2003	Incumbent
13-1073.00	1.C.5.c	Integrity	IM	4.92	14	.1	4.68	5	N	3/2003	Incumbent
13-1073.00	1.C.6	Independence	IM	3.86	14	.36	3.12	4.68	N	3/2003	Incumbent
13-1073.00	1.C.7.a	Innovation	IM	3.5	14	.41	2.61	4.39	N	3/2003	Incumbent
13-1073.00	1.C.7.b	Analytical Thinking	IM	3.79	14	.37	3	4.6	N	3/2003	Incumbent
13-2011.01	1.C.1.a	Achievement/Effort	IM	4.16	31	.21	3.77	4.63	N	3/2003	Incumbent
13-2011.01	1.C.1.b	Persistence	IM	3.92	31	.23	3.43	4.37	N	3/2003	Incumbent
13-2011.01	1.C.1.c	Initiative	IM	3.81	31	.24	3.31	4.29	N	3/2003	Incumbent
13-2011.01	1.C.2.b	Leadership	IM	3.75	31	.25	3.29	4.31	N	3/2003	Incumbent
13-2011.01	1.C.3.a	Cooperation	IM	4.21	31	.2	3.79	4.61	N	3/2003	Incumbent
13-2011.01	1.C.3.b	Concern for Others	IM	3.89	31	.24	3.41	4.39	N	3/2003	Incumbent
13-2011.01	1.C.3.c	Social Orientation	IM	3.22	31	.29	2.61	3.79	N	3/2003	Incumbent
13-2011.01	1.C.4.a	Self Control	IM	3.96	31	.23	3.53	4.47	N	3/2003	Incumbent
13-2011.01	1.C.4.b	Stress Tolerance	IM	4.26	31	.2	3.89	4.71	N	3/2003	Incumbent
13-2011.01	1.C.4.c	Adaptability/Flexibility	IM	4.13	31	.21	3.67	4.53	N	3/2003	Incumbent
13-2011.01	1.C.5.a	Dependability	IM	4.86	31	.09	4.72	5	N	3/2003	Incumbent
13-2011.01	1.C.5.b	Attention to Detail	IM	4.87	31	.08	4.74	5	N	3/2003	Incumbent
13-2011.01	1.C.5.c	Integrity	IM	4.8	31	.1	4.6	5	N	3/2003	Incumbent
13-2011.01	1.C.6	Independence	IM	4.05	31	.19	3.71	4.49	N	3/2003	Incumbent
13-2011.01	1.C.7.a	Innovation	IM	3.48	31	.27	2.95	4.05	N	3/2003	Incumbent
13-2011.01	1.C.7.b	Analytical Thinking	IM	4.57	31	.15	4.29	4.91	N	3/2003	Incumbent
17-1011.00	1.C.1.a	Achievement/Effort	IM	3.62	21	.27	3.04	4.16	N	3/2003	Incumbent
17-1011.00	1.C.1.b	Persistence	IM	3.6	21	.27	3.04	4.16	N	3/2003	Incumbent
17-1011.00	1.C.1.c	Initiative	IM	4.15	21	.22	3.74	4.66	N	3/2003	Incumbent
17-1011.00	1.C.2.b	Leadership	IM	3.9	21	.25	3.38	4.42	N	3/2003	Incumbent
17-1011.00	1.C.3.a	Cooperation	IM	3.96	21	.24	3.5	4.5	N	3/2003	Incumbent
17-1011.00	1.C.3.b	Concern for Others	IM	3.08	21	.3	2.47	3.73	N	3/2003	Incumbent
17-1011.00	1.C.3.c	Social Orientation	IM	3.01	21	.31	2.35	3.65	N	3/2003	Incumbent
17-1011.00	1.C.4.a	Self Control	IM	3.57	21	.28	3.02	4.18	N	3/2003	Incumbent
17-1011.00	1.C.4.b	Stress Tolerance	IM	4.13	21	.22	3.64	4.56	N	3/2003	Incumbent
17-1011.00	1.C.4.c	Adaptability/Flexibility	IM	3.63	21	.27	3.04	4.16	N	3/2003	Incumbent
17-1011.00	1.C.5.a	Dependability	IM	4.35	21	.19	3.9	4.7	N	3/2003	Incumbent
17-1011.00	1.C.5.b	Attention to Detail	IM	4.79	21	.11	4.57	5	N	3/2003	Incumbent
17-1011.00	1.C.5.c	Integrity	IM	4.05	21	.23	3.62	4.58	N	3/2003	Incumbent
17-1011.00	1.C.6	Independence	IM	3.47	21	.28	2.92	4.08	N	3/2003	Incumbent
17-1011.00	1.C.7.a	Innovation	IM	4.18	21	.22	3.74	4.66	N	3/2003	Incumbent
17-1011.00	1.C.7.b	Analytical Thinking	IM	4.19	21	.21	3.76	4.64	N	3/2003	Incumbent
17-1012.00	1.C.1.a	Achievement/Effort	IM	3.18	19	.32	2.53	3.87	N	3/2003	Incumbent
17-1012.00	1.C.1.b	Persistence	IM	3.71	19	.28	3.11	4.29	N	3/2003	Incumbent
17-1012.00	1.C.1.c	Initiative	IM	3.5	19	.3	2.87	4.13	N	3/2003	Incumbent
17-1012.00	1.C.2.b	Leadership	IM	3.76	19	.27	3.23	4.37	N	3/2003	Incumbent
17-1012.00	1.C.3.a	Cooperation	IM	3.63	19	.29	2.99	4.21	N	3/2003	Incumbent
17-1012.00	1.C.3.b	Concern for Others	IM	2.76	19	.33	2.11	3.49	N	3/2003	Incumbent
17-1012.00	1.C.3.c	Social Orientation	IM	2.98	19	.32	2.33	3.67	N	3/2003	Incumbent
17-1012.00	1.C.4.a	Self Control	IM	3	19	.32	2.33	3.67	N	3/2003	Incumbent
17-1012.00	1.C.4.b	Stress Tolerance	IM	4.04	19	.24	3.5	4.5	N	3/2003	Incumbent
17-1012.00	1.C.4.c	Adaptability/Flexibility	IM	3.61	19	.29	2.99	4.21	N	3/2003	Incumbent
17-1012.00	1.C.5.a	Dependability	IM	4.28	19	.21	3.86	4.74	N	3/2003	Incumbent
17-1012.00	1.C.5.b	Attention to Detail	IM	4.89	19	.08	4.73	5	N	3/2003	Incumbent
17-1012.00	1.C.5.c	Integrity	IM	3.65	19	.28	3.11	4.29	N	3/2003	Incumbent
17-1012.00	1.C.6	Independence	IM	3.9	19	.26	3.35	4.45	N	3/2003	Incumbent
17-1012.00	1.C.7.a	Innovation	IM	4.03	19	.25	3.47	4.53	N	3/2003	Incumbent
17-1012.00	1.C.7.b	Analytical Thinking	IM	3.67	19	.28	3.11	4.29	N	3/2003	Incumbent
17-2051.00	1.C.1.a	Achievement/Effort	IM	4.01	17	.26	3.45	4.55	N	3/2003	Incumbent
17-2051.00	1.C.1.b	Persistence	IM	4.08	17	.25	3.57	4.63	N	3/2003	Incumbent
17-2051.00	1.C.1.c	Initiative	IM	4.41	17	.2	3.98	4.82	N	3/2003	Incumbent
17-2051.00	1.C.2.b	Leadership	IM	4.2	17	.24	3.69	4.71	N	3/2003	Incumbent
17-2051.00	1.C.3.a	Cooperation	IM	3.87	17	.28	3.31	4.49	N	3/2003	Incumbent
17-2051.00	1.C.3.b	Concern for Others	IM	3.05	17	.34	2.38	3.82	N	3/2003	Incumbent
17-2051.00	1.C.3.c	Social Orientation	IM	3.36	17	.32	2.72	4.08	N	3/2003	Incumbent
17-2051.00	1.C.4.a	Self Control	IM	4.14	17	.24	3.59	4.61	N	3/2003	Incumbent
17-2051.00	1.C.4.b	Stress Tolerance	IM	3.93	17	.27	3.33	4.47	N	3/2003	Incumbent
17-2051.00	1.C.4.c	Adaptability/Flexibility	IM	3.5	17	.31	2.84	4.16	N	3/2003	Incumbent
17-2051.00	1.C.5.a	Dependability	IM	4.86	17	.11	4.67	5	N	3/2003	Incumbent
17-2051.00	1.C.5.b	Attention to Detail	IM	4.74	17	.15	4.38	5	N	3/2003	Incumbent
17-2051.00	1.C.5.c	Integrity	IM	4.85	17	.1	4.59	5	N	3/2003	Incumbent
17-2051.00	1.C.6	Independence	IM	3.56	17	.31	2.94	4.26	N	3/2003	Incumbent
17-2051.00	1.C.7.a	Innovation	IM	3.31	17	.33	2.6	4	N	3/2003	Incumbent
17-2051.00	1.C.7.b	Analytical Thinking	IM	4.23	17	.23	3.71	4.69	N	3/2003	Incumbent
17-3011.01	1.C.1.a	Achievement/Effort	IM	3.6	19	.29	2.99	4.21	N	3/2003	Incumbent
17-3011.01	1.C.1.b	Persistence	IM	3.36	19	.31	2.75	4.05	N	3/2003	Incumbent
17-3011.01	1.C.1.c	Initiative	IM	3.68	19	.28	3.11	4.29	N	3/2003	Incumbent
17-3011.01	1.C.2.b	Leadership	IM	3.28	19	.31	2.65	3.95	N	3/2003	Incumbent
17-3011.01	1.C.3.a	Cooperation	IM	3.95	19	.25	3.47	4.53	N	3/2003	Incumbent
17-3011.01	1.C.3.b	Concern for Others	IM	3.7	19	.28	3.11	4.29	N	3/2003	Incumbent
17-3011.01	1.C.3.c	Social Orientation	IM	3.22	19	.31	2.55	3.85	N	3/2003	Incumbent
17-3011.01	1.C.4.a	Self Control	IM	3.67	19	.28	3.11	4.29	N	3/2003	Incumbent
17-3011.01	1.C.4.b	Stress Tolerance	IM	4	19	.25	3.47	4.53	N	3/2003	Incumbent
17-3011.01	1.C.4.c	Adaptability/Flexibility	IM	3.93	19	.26	3.35	4.45	N	3/2003	Incumbent
17-3011.01	1.C.5.a	Dependability	IM	4.07	19	.24	3.6	4.6	N	3/2003	Incumbent
17-3011.01	1.C.5.b	Attention to Detail	IM	4.23	19	.22	3.74	4.66	N	3/2003	Incumbent
17-3011.01	1.C.5.c	Integrity	IM	3.86	18	.27	3.33	4.47	N	3/2003	Incumbent
17-3011.01	1.C.6	Independence	IM	3.52	19	.29	2.89	4.11	N	3/2003	Incumbent
17-3011.01	1.C.7.a	Innovation	IM	3.52	19	.29	2.89	4.11	N	3/2003	Incumbent
17-3011.01	1.C.7.b	Analytical Thinking	IM	3.91	19	.26	3.35	4.45	N	3/2003	Incumbent
19-1020.01	1.C.1.a	Achievement/Effort	IM	4.34	19	.2	3.88	4.72	N	3/2003	Incumbent
19-1020.01	1.C.1.b	Persistence	IM	4.4	19	.19	4	4.8	N	3/2003	Incumbent
19-1020.01	1.C.1.c	Initiative	IM	4.4	19	.19	4	4.8	N	3/2003	Incumbent
19-1020.01	1.C.2.b	Leadership	IM	4.34	19	.2	3.88	4.72	N	3/2003	Incumbent
19-1020.01	1.C.3.a	Cooperation	IM	4.43	19	.19	4	4.8	N	3/2003	Incumbent
19-1020.01	1.C.3.b	Concern for Others	IM	3.93	19	.25	3.37	4.43	N	3/2003	Incumbent
19-1020.01	1.C.3.c	Social Orientation	IM	2.61	19	.33	1.91	3.29	N	3/2003	Incumbent
19-1020.01	1.C.4.a	Self Control	IM	4.15	19	.23	3.72	4.68	N	3/2003	Incumbent
19-1020.01	1.C.4.b	Stress Tolerance	IM	4.4	19	.19	4	4.8	N	3/2003	Incumbent
19-1020.01	1.C.4.c	Adaptability/Flexibility	IM	4.09	19	.23	3.62	4.58	N	3/2003	Incumbent
19-1020.01	1.C.5.a	Dependability	IM	4.42	19	.19	4	4.8	N	3/2003	Incumbent
19-1020.01	1.C.5.b	Attention to Detail	IM	4.68	19	.14	4.41	4.99	N	3/2003	Incumbent
19-1020.01	1.C.5.c	Integrity	IM	4.65	19	.15	4.38	5	N	3/2003	Incumbent
19-1020.01	1.C.6	Independence	IM	4.38	19	.19	4	4.8	N	3/2003	Incumbent
19-1020.01	1.C.7.a	Innovation	IM	3.9	19	.25	3.37	4.43	N	3/2003	Incumbent
19-1020.01	1.C.7.b	Analytical Thinking	IM	4.67	19	.15	4.38	5	N	3/2003	Incumbent
19-1032.00	1.C.1.a	Achievement/Effort	IM	3.17	16	.34	2.48	3.92	N	3/2003	Incumbent
19-1032.00	1.C.1.b	Persistence	IM	3.64	16	.31	2.94	4.26	N	3/2003	Incumbent
19-1032.00	1.C.1.c	Initiative	IM	3.87	16	.28	3.3	4.5	N	3/2003	Incumbent
19-1032.00	1.C.2.b	Leadership	IM	3.05	16	.35	2.35	3.85	N	3/2003	Incumbent
19-1032.00	1.C.3.a	Cooperation	IM	4.31	16	.22	3.83	4.77	N	3/2003	Incumbent
19-1032.00	1.C.3.b	Concern for Others	IM	3.31	16	.33	2.6	4	N	3/2003	Incumbent
19-1032.00	1.C.3.c	Social Orientation	IM	3	16	.35	2.25	3.75	N	3/2003	Incumbent
19-1032.00	1.C.4.a	Self Control	IM	3.63	16	.31	2.94	4.26	N	3/2003	Incumbent
19-1032.00	1.C.4.b	Stress Tolerance	IM	2.77	16	.35	2.05	3.55	N	3/2003	Incumbent
19-1032.00	1.C.4.c	Adaptability/Flexibility	IM	3.58	16	.31	2.94	4.26	N	3/2003	Incumbent
19-1032.00	1.C.5.a	Dependability	IM	3.99	16	.27	3.42	4.58	N	3/2003	Incumbent
19-1032.00	1.C.5.b	Attention to Detail	IM	3.83	16	.29	3.18	4.42	N	3/2003	Incumbent
19-1032.00	1.C.5.c	Integrity	IM	3.89	16	.28	3.3	4.5	N	3/2003	Incumbent
19-1032.00	1.C.6	Independence	IM	4.07	16	.26	3.55	4.65	N	3/2003	Incumbent
19-1032.00	1.C.7.a	Innovation	IM	3.15	16	.34	2.48	3.92	N	3/2003	Incumbent
19-1032.00	1.C.7.b	Analytical Thinking	IM	3.27	16	.33	2.6	4	N	3/2003	Incumbent
19-3051.00	1.C.1.a	Achievement/Effort	IM	3.87	18	.27	3.33	4.47	N	3/2003	Incumbent
19-3051.00	1.C.1.b	Persistence	IM	4.32	18	.21	3.86	4.74	N	3/2003	Incumbent
19-3051.00	1.C.1.c	Initiative	IM	4.54	17	.18	4.12	4.88	N	3/2003	Incumbent
19-3051.00	1.C.2.b	Leadership	IM	4.15	18	.23	3.71	4.69	N	3/2003	Incumbent
19-3051.00	1.C.3.a	Cooperation	IM	4.43	18	.19	4	4.8	N	3/2003	Incumbent
19-3051.00	1.C.3.b	Concern for Others	IM	4.33	18	.21	3.86	4.74	N	3/2003	Incumbent
19-3051.00	1.C.3.c	Social Orientation	IM	4.01	18	.25	3.47	4.53	N	3/2003	Incumbent
19-3051.00	1.C.4.a	Self Control	IM	4.52	18	.18	4.12	4.88	N	3/2003	Incumbent
19-3051.00	1.C.4.b	Stress Tolerance	IM	4.37	18	.2	3.98	4.82	N	3/2003	Incumbent
19-3051.00	1.C.4.c	Adaptability/Flexibility	IM	4.19	18	.23	3.71	4.69	N	3/2003	Incumbent
19-3051.00	1.C.5.a	Dependability	IM	4.44	18	.19	4	4.8	N	3/2003	Incumbent
19-3051.00	1.C.5.b	Attention to Detail	IM	4.58	18	.16	4.26	4.94	N	3/2003	Incumbent
19-3051.00	1.C.5.c	Integrity	IM	4.83	18	.1	4.59	5	N	3/2003	Incumbent
19-3051.00	1.C.6	Independence	IM	4	18	.26	3.45	4.55	N	3/2003	Incumbent
19-3051.00	1.C.7.a	Innovation	IM	4.04	18	.25	3.47	4.53	N	3/2003	Incumbent
19-3051.00	1.C.7.b	Analytical Thinking	IM	4.37	18	.2	3.98	4.82	N	3/2003	Incumbent
21-1021.00	1.C.1.a	Achievement/Effort	IM	4.02	23	.27	3.44	4.56	N	3/2003	Incumbent
21-1021.00	1.C.1.b	Persistence	IM	4.13	22	.26	3.56	4.64	N	3/2003	Incumbent
21-1021.00	1.C.1.c	Initiative	IM	4.43	22	.21	3.96	4.84	N	3/2003	Incumbent
21-1021.00	1.C.2.b	Leadership	IM	3.62	22	.32	2.93	4.27	N	3/2003	Incumbent
21-1021.00	1.C.3.a	Cooperation	IM	4.46	23	.2	4.09	4.91	N	3/2003	Incumbent
21-1021.00	1.C.3.b	Concern for Others	IM	4.6	23	.17	4.25	4.95	N	3/2003	Incumbent
21-1021.00	1.C.3.c	Social Orientation	IM	4.16	23	.25	3.68	4.72	N	3/2003	Incumbent
21-1021.00	1.C.4.a	Self Control	IM	4.46	22	.2	4.08	4.92	N	3/2003	Incumbent
21-1021.00	1.C.4.b	Stress Tolerance	IM	4.55	23	.18	4.23	4.97	N	3/2003	Incumbent
21-1021.00	1.C.4.c	Adaptability/Flexibility	IM	4.26	23	.23	3.82	4.78	N	3/2003	Incumbent
21-1021.00	1.C.5.a	Dependability	IM	4.34	23	.22	3.84	4.76	N	3/2003	Incumbent
21-1021.00	1.C.5.b	Attention to Detail	IM	4.06	23	.26	3.56	4.64	N	3/2003	Incumbent
21-1021.00	1.C.5.c	Integrity	IM	4.69	23	.15	4.39	5	N	3/2003	Incumbent
21-1021.00	1.C.6	Independence	IM	3.82	23	.29	3.2	4.4	N	3/2003	Incumbent
21-1021.00	1.C.7.a	Innovation	IM	3.4	23	.33	2.72	4.08	N	3/2003	Incumbent
