O*NET-SOC Code	Element ID	Element Name	Scale ID	Category	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
11-2011.00	3.A.2	On-Site or In-Plant Training	PT	1	40.88	39	24.66	8.06	84.51	Y	12/2004	Incumbent
11-2011.00	3.A.2	On-Site or In-Plant Training	PT	2	13.71	39	10.25	2.68	47.86	N	12/2004	Incumbent
11-2011.00	3.A.2	On-Site or In-Plant Training	PT	3	15.98	39	9.18	4.55	43.15	N	12/2004	Incumbent
11-2011.00	3.A.2	On-Site or In-Plant Training	PT	4	14.69	39	7.95	4.55	38.35	N	12/2004	Incumbent
11-2011.00	3.A.2	On-Site or In-Plant Training	PT	5	14.55	39	11.01	2.75	50.57	N	12/2004	Incumbent
11-2011.00	3.A.2	On-Site or In-Plant Training	PT	6	0.19	39	0.21	0.02	1.76	N	12/2004	Incumbent
11-2011.00	3.A.2	On-Site or In-Plant Training	PT	7	0.00	39	0.00	n/a	n/a	N	12/2004	Incumbent
11-2011.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	39	0.00	n/a	n/a	N	12/2004	Incumbent
11-2011.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	39	0.00	n/a	n/a	N	12/2004	Incumbent
11-2011.00	3.A.3	On-the-Job Training	OJ	1	4.24	39	4.31	0.51	27.57	N	12/2004	Incumbent
11-2011.00	3.A.3	On-the-Job Training	OJ	2	56.66	39	19.46	20.81	86.67	Y	12/2004	Incumbent
11-2011.00	3.A.3	On-the-Job Training	OJ	3	3.62	39	2.18	1.05	11.76	N	12/2004	Incumbent
11-2011.00	3.A.3	On-the-Job Training	OJ	4	13.62	39	7.51	4.15	36.46	N	12/2004	Incumbent
11-2011.00	3.A.3	On-the-Job Training	OJ	5	21.39	39	12.70	5.57	55.65	N	12/2004	Incumbent
11-2011.00	3.A.3	On-the-Job Training	OJ	6	0.18	39	0.20	0.02	1.65	N	12/2004	Incumbent
11-2011.00	3.A.3	On-the-Job Training	OJ	7	0.00	39	0.00	n/a	n/a	N	12/2004	Incumbent
11-2011.00	3.A.3	On-the-Job Training	OJ	8	0.29	39	0.25	0.05	1.63	N	12/2004	Incumbent
11-2011.00	3.A.3	On-the-Job Training	OJ	9	0.00	39	0.00	n/a	n/a	N	12/2004	Incumbent
11-2021.00	2.D.1	Required Level of Education	RL	1	0.00	25	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	2.D.1	Required Level of Education	RL	2	4.00	25	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	2.D.1	Required Level of Education	RL	3	0.00	25	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	2.D.1	Required Level of Education	RL	4	4.00	25	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	2.D.1	Required Level of Education	RL	5	0.00	25	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	2.D.1	Required Level of Education	RL	6	84.00	25	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	2.D.1	Required Level of Education	RL	7	0.00	25	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	2.D.1	Required Level of Education	RL	8	4.00	25	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	2.D.1	Required Level of Education	RL	9	0.00	25	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	2.D.1	Required Level of Education	RL	10	4.00	25	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	2.D.1	Required Level of Education	RL	11	0.00	25	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	2.D.1	Required Level of Education	RL	12	0.00	25	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.1	Related Work Experience	RW	1	0.00	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.1	Related Work Experience	RW	2	0.00	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.1	Related Work Experience	RW	3	4.17	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.1	Related Work Experience	RW	4	0.00	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.1	Related Work Experience	RW	5	0.00	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.1	Related Work Experience	RW	6	0.00	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.1	Related Work Experience	RW	7	29.17	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.1	Related Work Experience	RW	8	37.50	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.1	Related Work Experience	RW	9	8.33	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.1	Related Work Experience	RW	10	12.50	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.1	Related Work Experience	RW	11	8.33	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.2	On-Site or In-Plant Training	PT	1	30.43	23	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.2	On-Site or In-Plant Training	PT	2	21.74	23	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.2	On-Site or In-Plant Training	PT	3	13.04	23	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.2	On-Site or In-Plant Training	PT	4	4.35	23	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.2	On-Site or In-Plant Training	PT	5	13.04	23	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.2	On-Site or In-Plant Training	PT	6	4.35	23	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.2	On-Site or In-Plant Training	PT	7	4.35	23	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.2	On-Site or In-Plant Training	PT	8	4.35	23	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.2	On-Site or In-Plant Training	PT	9	4.35	23	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.3	On-the-Job Training	OJ	1	16.67	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.3	On-the-Job Training	OJ	2	12.50	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.3	On-the-Job Training	OJ	3	20.83	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.3	On-the-Job Training	OJ	4	8.33	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.3	On-the-Job Training	OJ	5	12.50	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.3	On-the-Job Training	OJ	6	4.17	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.3	On-the-Job Training	OJ	7	20.83	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.3	On-the-Job Training	OJ	8	0.00	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2021.00	3.A.3	On-the-Job Training	OJ	9	4.17	24	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	2.D.1	Required Level of Education	RL	1	0.00	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	2.D.1	Required Level of Education	RL	2	4.76	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	2.D.1	Required Level of Education	RL	3	0.00	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	2.D.1	Required Level of Education	RL	4	14.29	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	2.D.1	Required Level of Education	RL	5	4.76	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	2.D.1	Required Level of Education	RL	6	57.14	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	2.D.1	Required Level of Education	RL	7	4.76	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	2.D.1	Required Level of Education	RL	8	14.29	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	2.D.1	Required Level of Education	RL	9	0.00	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	2.D.1	Required Level of Education	RL	10	0.00	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	2.D.1	Required Level of Education	RL	11	0.00	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	2.D.1	Required Level of Education	RL	12	0.00	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.1	Related Work Experience	RW	1	0.00	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.1	Related Work Experience	RW	2	0.00	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.1	Related Work Experience	RW	3	0.00	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.1	Related Work Experience	RW	4	0.00	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.1	Related Work Experience	RW	5	4.76	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.1	Related Work Experience	RW	6	4.76	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.1	Related Work Experience	RW	7	14.29	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.1	Related Work Experience	RW	8	42.86	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.1	Related Work Experience	RW	9	23.81	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.1	Related Work Experience	RW	10	4.76	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.1	Related Work Experience	RW	11	4.76	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.2	On-Site or In-Plant Training	PT	1	19.05	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.2	On-Site or In-Plant Training	PT	2	33.33	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.2	On-Site or In-Plant Training	PT	3	14.29	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.2	On-Site or In-Plant Training	PT	4	9.52	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.2	On-Site or In-Plant Training	PT	5	14.29	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.2	On-Site or In-Plant Training	PT	6	4.76	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.2	On-Site or In-Plant Training	PT	7	4.76	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.3	On-the-Job Training	OJ	1	9.52	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.3	On-the-Job Training	OJ	2	14.29	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.3	On-the-Job Training	OJ	3	19.05	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.3	On-the-Job Training	OJ	4	19.05	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.3	On-the-Job Training	OJ	5	14.29	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.3	On-the-Job Training	OJ	6	14.29	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.3	On-the-Job Training	OJ	7	4.76	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.3	On-the-Job Training	OJ	8	4.76	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.3	On-the-Job Training	OJ	9	0.00	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2031.00	2.D.1	Required Level of Education	RL	1	0.00	25	0.00	n/a	n/a	N	12/2004	Incumbent
11-2031.00	2.D.1	Required Level of Education	RL	2	59.65	25	26.26	13.46	93.35	Y	12/2004	Incumbent
11-2031.00	2.D.1	Required Level of Education	RL	3	0.00	25	0.00	n/a	n/a	N	12/2004	Incumbent
11-2031.00	2.D.1	Required Level of Education	RL	4	2.54	25	2.94	0.22	23.25	N	12/2004	Incumbent
11-2031.00	2.D.1	Required Level of Education	RL	5	1.91	25	2.22	0.17	18.35	N	12/2004	Incumbent
11-2031.00	2.D.1	Required Level of Education	RL	6	16.90	25	13.66	2.66	60.23	N	12/2004	Incumbent
11-2031.00	2.D.1	Required Level of Education	RL	7	2.37	25	2.20	0.34	14.67	N	12/2004	Incumbent
11-2031.00	2.D.1	Required Level of Education	RL	8	13.69	25	14.04	1.35	64.83	Y	12/2004	Incumbent
11-2031.00	2.D.1	Required Level of Education	RL	9	0.00	25	0.00	n/a	n/a	N	12/2004	Incumbent
11-2031.00	2.D.1	Required Level of Education	RL	10	0.00	25	0.00	n/a	n/a	N	12/2004	Incumbent
11-2031.00	2.D.1	Required Level of Education	RL	11	2.93	25	3.38	0.26	25.93	N	12/2004	Incumbent
11-2031.00	2.D.1	Required Level of Education	RL	12	0.00	25	0.00	n/a	n/a	N	12/2004	Incumbent
11-2031.00	3.A.1	Related Work Experience	RW	1	0.00	26	0.00	n/a	n/a	N	12/2004	Incumbent
11-2031.00	3.A.1	Related Work Experience	RW	2	0.00	26	0.00	n/a	n/a	N	12/2004	Incumbent
11-2031.00	3.A.1	Related Work Experience	RW	3	0.00	26	0.00	n/a	n/a	N	12/2004	Incumbent
11-2031.00	3.A.1	Related Work Experience	RW	4	0.00	26	0.00	n/a	n/a	N	12/2004	Incumbent
11-2031.00	3.A.1	Related Work Experience	RW	5	51.65	26	27.08	10.27	90.89	Y	12/2004	Incumbent
11-2031.00	3.A.1	Related Work Experience	RW	6	3.71	26	2.95	0.70	17.42	N	12/2004	Incumbent
11-2031.00	3.A.1	Related Work Experience	RW	7	10.16	26	9.80	1.22	50.82	N	12/2004	Incumbent
11-2031.00	3.A.1	Related Work Experience	RW	8	26.25	26	18.94	4.53	72.74	Y	12/2004	Incumbent
11-2031.00	3.A.1	Related Work Experience	RW	9	2.32	26	2.51	0.24	18.92	N	12/2004	Incumbent
11-2031.00	3.A.1	Related Work Experience	RW	10	3.27	26	3.11	0.44	20.35	N	12/2004	Incumbent
11-2031.00	3.A.1	Related Work Experience	RW	11	2.64	26	2.07	0.51	12.45	N	12/2004	Incumbent
11-2031.00	3.A.2	On-Site or In-Plant Training	PT	1	6.79	26	5.01	1.41	27.09	N	12/2004	Incumbent
11-2031.00	3.A.2	On-Site or In-Plant Training	PT	2	12.48	26	12.04	1.45	57.99	N	12/2004	Incumbent
11-2031.00	3.A.2	On-Site or In-Plant Training	PT	3	11.87	26	10.38	1.71	50.98	N	12/2004	Incumbent
